57781 | 57906 
59440 | 57995 
59071 | 58945 
59592 | 59031 
58727 | 57608 
60749 | 58575 
57543 | 59412 
57943 | 57513 
60761 | 57547 
60007 | 59010 
57964 | 58785 
60520 | 60799 
59465 | 58385 
58676 | 60705 
57735 | 59018 
58220 | 58564 
57705 | 60725 
59986 | 57963 
60417 | 58367 
57395 | 59565 
59824 | 60013 
57676 | 60469 
60051 | 58665 
60096 | 57363 
59099 | 59647 
58416 | 58708 
59474 | 59663 
60036 | 59720 
60226 | 60087 
58961 | 60195 
58029 | 59007 
60805 | 57378 
57487 | 57999 
60042 | 60095 
58402 | 59915 
59602 | 60433 
59926 | 58927 
59749 | 58052 
60235 | 60239 
60239 | 59047 
58785 | 58968 
57413 | 58002 
